MP_PT,AU_Substance_SCTID,Int_Substance_SCTID
tigecycline,32064011000036107,418313005
amylase + protease + lipase + tilactase + cellulase + bromelains + fennel extract + gentian extract,846131000168107 + 2524011000036100 + 2284011000036101 + 32066011000036104 + 30938011000036108 + 1461281000168107 + 1461291000168105 + 31284011000036102,387031005 + 130202003 + 72993008 + 28530008 + 64187004 + 387219000 + 227396003 + 420646009
abacavir,1750011000036109,387005008
bivalirudin,1868011000036103,129498009
mianserin,2343011000036101,387565003
bentonite + precipitated sulfur + triclosan,30813011000036100 + 2825011000036100 + 32089011000036106,42230009 + 25818006 + 387054001
cyproheptadine,1989011000036100,372683000
liraglutide,97571000036102,444828003
flucytosine,31238011000036102,387155003
menthol,2313011000036108,387414008
pneumococcal 13 valent conjugate vaccine,825991000168103,714078004
indometacin,2226011000036103,373513008
menthol + eucalyptus oil,2313011000036108 + 2775011000036103,387414008 + 12510000
ascorbic acid + d-alpha-tocopherol + d-alpha-tocopheryl acid succinate + zinc + copper + glucosamine + quercetin + rutoside + Indian frankincense extract + turmeric extract,30781011000036102 + 31074011000036100 + 31076011000036108 + 2718011000036102 + 31033011000036104 + 31291011000036101 + 31851011000036102 + 31902011000036106 + 1177381000168104 + 1177451000168100,43706004 + 116776001 + 116776001 + 86739005 + 66925006 + 70237008 + 52130006 + 68077006 + None + 227414003
glucosamine + chondroitin sulfate,31291011000036101 + 1106851000168109,70237008 + 4104007
cordyceps extract + Siberian ginseng extract + ashwagandha extract + reishi mushroom extract + membranous milk vetch extract + Korean ginseng extract + American ginseng extract,1379791000168102 + 1380491000168105 + 1380481000168107 + 1379801000168101 + 1381991000168109 + 1379591000168109 + 1380501000168103,None + 412395006 + None + 735045008 + None + 412395006 + 412395006
rubella live vaccine,826251000168106,861000221105
podophyllum resin + compound benzoin tincture,31780011000036102 + 51919011000036108,
concentrated compound gentian infusion + bicarbonate,51920011000036109 + 2735011000036100,420646009 + 68615006
retinol palmitate + betacarotene + thiamine + riboflavin + nicotinic acid + nicotinamide + pantothenic acid + pyridoxine + folic acid + cyanocobalamin + ascorbic acid + colecalciferol + dl-alpha-tocopherol + aminobenzoic acid + betaine + biotin + choline + glutamine + inositol + lecithin + lysine + ribonucleic acid + taurine + calcium + chromium + cobalt + copper + iodine + lithium + manganese + magnesium + molybdenum + potassium + rubidium + zinc,31868011000036100 + 30824011000036106 + 2643011000036109 + 31873011000036103 + 31630011000036101 + 31624011000036109 + 31697011000036106 + 2532011000036107 + 2140011000036102 + 1985011000036102 + 30781011000036102 + 1981011000036104 + 30703011000036100 + 1343381000168103 + 30827011000036100 + 30839011000036109 + 30973011000036101 + 1343391000168100 + 31405011000036101 + 1184071000168102 + 2294011000036102 + 1343401000168103 + 32020011000036105 + 1893011000036105 + 30978011000036106 + 1341751000168107 + 31033011000036104 + 1889011000036109 + 2287011000036107 + 31529011000036100 + 2297011000036108 + 31598011000036103 + 2497011000036107 + 1341741000168105 + 2718011000036102,
dimeticone-350,2798011000036103,395942002
gadoteric acid,31271011000036108,710812003
magnesium + zinc,2297011000036108 + 2718011000036102,72717003 + 86739005
silodosin,981531000168108,442042006
fexofenadine + pseudoephedrine,2109011000036102 + 2525011000036101,372522002 + 372900003
nicardipine,1338801000168106,372502001
aspirin + codeine,1817011000036100 + 1978011000036103,387458008 + 387494007
guaifenesin + phenylephrine,31323011000036100 + 2476011000036101,87174009 + 372771005
betiatide,1322831000168103,712599009
benzalkonium chloride + lidocaine (lignocaine) + calamine,2843011000036103 + 2277011000036104 + 30882011000036105,64686009 + 387480006 + 387082008
goserelin,2179011000036109,108771008
mebeverine,2304011000036108,419830007
erythromycin ethylsuccinate,2088011000036101,12578001
"amino acid formula with vitamins, minerals and long chain polyunsaturated fatty acids without phenylalanine",48201011000036109,52518006
hepatitis A + hepatitis B vaccine,824441000168104 + 824451000168102,713618003 + 22290004
carfilzomib,902731000168109,713463006
Andrographis paniculata extract + olive leaf extract + purple coneflower extract + ascorbic acid + citrus bioflavonoids extract + zinc + colecalciferol + retinol palmitate,1580481000168105 + 1437161000168109 + 1344201000168102 + 30781011000036102 + 30998011000036100 + 2718011000036102 + 1981011000036104 + 31868011000036100,"None + 412456006 + 704653008 + 43706004 + 72309009,102259006 + 86739005 + 18414002 + 82622003"
econazole,31165011000036104,373471002
ferric carboxymaltose,39971000036108,430077004
riluzole,2560011000036102,386980005
Siberian ginseng extract + ashwagandha extract + Korean ginseng extract + tienchi ginseng extract + American ginseng extract,1380491000168105 + 1380481000168107 + 1379591000168109 + 1381011000168101 + 1380501000168103,
stiripentol,1409231000168108,428221002
meropenem,31566011000036100,387540000
amobarbital (amylobarbitone),910081000168107,372831009
exemestane,2102011000036107,387017005
ketorolac,31455011000036106,372501008
dapsone,1998011000036109,387096002
wool fat + water purified,32154011000036107 + 86570011000036101,
alpha lipoic acid,1445691000168104,70496003
"carbohydrate, fat, vitamins, minerals and trace elements",48208011000036100,
mefenamic acid,2308011000036101,387185008
rurioctocog alfa pegol,1010641000168104,1296751000168103
coal tar solution + fish oil + retinol palmitate + salicylic acid + precipitated sulfur,2835011000036103 + 75893011000036103 + 31868011000036100 + 2574011000036101 + 2825011000036100,53034005 + 735341005 + 82622003 + 387253001 + 25818006
prazosin,2504011000036106,387433003
dressing foam with silicone heavy exudate,48166011000036102,"412148004,13652007"
typhoid inactivated vaccine,826221000168103,867071000168103
degarelix,922901011000036103,441864003
brexpiprazole,978121000168102,716069007
sodium aurothiomalate,2814011000036107,387380005
boric acid + olive oil + zinc oxide,30851011000036109 + 31645011000036106 + 2719011000036105,21611007 + 41834005 + 42841002
clodronate,2778011000036109,418080006
sodium acetate,1758011000036106,108951007
trastuzumab emtansine,157671000036102,702836004
mepyramine,975121000168105,396459005
nitroprusside,35832011000036106,372860000
aminolevulinic acid,30731011000036108,259496005
hydroxychloroquine,2202011000036109,373540008
apraclonidine,1812011000036102,391786008
sunitinib,32003011000036109,421192001
casirivimab,1579471000168107,1137366009
imdevimab,1579551000168102,1137367000
miltefosine,1175951000168102,713642004
primaquine,31813011000036106,429663004
ritonavir,2564011000036107,386896009
clonazepam,1969011000036103,387383007
nilotinib,35841011000036104,427941004
ethanol + methanol,31199011000036100 + 31570011000036107,419442005 + 259221006
chondroitin sulfate + hyaluronate sodium,1106851000168109 + 77661000036104,4104007 + 387578003
nepafenac,949611000168107,419460005
Korean ginseng extract + American ginseng extract + Siberian ginseng extract,1379591000168109 + 1380501000168103 + 1380491000168105,412395006 + 412395006 + 412395006
tetrakis(2-methoxyisobutylisonitrile) copper(1) tetrafluoroborate,1204831000168106,1223141000168103
mitozantrone,2352011000036105,386913001
wool fat,32154011000036107,35605007
tirofiban,2665011000036102,386953003
glycopyrronium bromide (glycopyrrolate),31308011000036102,387122008
dabrafenib,147731000036107,703641001
dimenhydrinate + hyoscine hydrobromide + caffeine,31127011000036104 + 31371011000036102 + 30880011000036106,387469006 + 387477005 + 255641001
trolamine,2688011000036105,255909009
felodipine,2106011000036106,386863007
lidocaine (lignocaine) + benzydamine + dichlorobenzyl alcohol,2277011000036104 + 1845011000036101 + 31113011000036104,387480006 + 421319000 + 698274008
influenza quadrivalent vaccine 2021,702441000168103,260210008
daptomycin,79323011000036102,406439009
zinc sulfate + phenylephrine,2720011000036106 + 2476011000036101,
benzylpenicillin,1849011000036104,323389000
factor VIII,31219011000036103,278910002
ingenol mebutate,106281000036105,710279008
bai zhu extract + Chinese liquorice extract + Korean ginseng extract + ginger extract,1380191000168103 + 1380201000168100 + 1379591000168109 + 1380211000168102,None + 31347007 + 412395006 + 227400003
idelalisib,714691000168101,710278000
turmeric extract,1177451000168100,227414003
micafungin,706101000168106,416127003
ipilimumab,123581000036108,697995005
camphor compound spirit + ipecacuanha tincture + tolu syrup,925498011000036105 + 925496011000036106 + 925495011000036104,111136003 + 372591000 + None
dressing hydroactive debridement,48176011000036107,
methylene blue,31584011000036106,6725000
fluticasone propionate + formoterol (eformoterol),2135011000036105 + 2067011000036104,396064000 + 414289007
isoleucine + leucine + valine + phenylalanine + methionine + lysine + threonine + tryptophan + cysteine + histidine + tyrosine + alanine + arginine + aspartic acid + glutamic acid + glycine + proline + serine + calcium gluconate + potassium chloride + sodium acetate + magnesium sulfate,31429011000036107 + 31475011000036109 + 32125011000036105 + 31749011000036103 + 31572011000036106 + 2294011000036102 + 32053011000036101 + 32104011000036100 + 31067011000036100 + 31345011000036101 + 32112011000036107 + 30679011000036102 + 30763011000036104 + 30782011000036108 + 31295011000036104 + 2177011000036102 + 31824011000036100 + 31930011000036100 + 1258461000168101 + 2500011000036101 + 1758011000036106 + 31523011000036103,14971004 + 83797003 + 72840006 + 63004003 + 70288006 + 75799006 + 52736009 + 54821000 + 5932006 + 60260004 + 27378009 + 58753009 + 52625008 + 44970006 + 85214009 + 15331006 + 52541003 + 14125007 + 387292008 + 8631001 + 108951007 + 387202002 
didanosine,2020011000036108,387105006
urea,2695011000036100,387092000
bendamustine,680281000168100,428012008
dressing alginate with silver cavity wound,1583891000168101,47184009
acitretin,1763011000036105,386938006
lidocaine (lignocaine) + hydrocortisone,2277011000036104 + 2195011000036101,387480006 + 396458002
alginic acid + magaldrate + bicarbonate,1774011000036101 + 31508011000036100 + 2735011000036100,391734004 + 387240004 + 68615006
amino acid formula with vitamins and minerals without methionine,48196011000036104,52518006
dextromethorphan + diphenhydramine,31105011000036100 + 31134011000036107,387114001 + 372682005
"protein formula with carbohydrate, fat, vitamins and minerals",710141000168108,88878007
amprenavir,30738011000036104,387006009
amikacin,30726011000036101,387266001
labetalol,2251011000036109,372750000
tezacaftor + ivacaftor,1347851000168108 + 154401000036104,
ivacaftor,154401000036104,703823007
incobotulinumtoxinA,172521000036102,703368006
retapamulin,680421000168100,427137002
pergolide,2454011000036106,372498008
alanine + arginine + glycine + histidine + isoleucine + leucine + lysine + methionine + phenylalanine + proline + serine + threonine + tryptophan + tyrosine + valine,30817011000036109 + 75906011000036100 + 31989011000036102 + 32075011000036102,58753009 + 52625008 + 15331006 + 60260004 + 14971004 + 83797003 + 75799006 + 70288006 + 63004003 + 52541003 + 14125007 + 52736009 + 54821000 + 27378009 + 72840006
dry ivy leaf extract,1216161000168101,768386004
gadodiamide,1210481000168101,396067007
apremilast,800511000168103,703350008
milk protein and fat formula with vitamins and minerals carbohydrate free,48214011000036109,70813002
methylnaltrexone,79327011000036106,431072004
talazoparib,1429191000168108,782199007
aprepitant,1814011000036106,409205009
lidocaine (lignocaine) + glucose,2277011000036104 + 2173011000036106,387480006 + 67079006
magnesium sulfate,31523011000036103,387202002
estradiol + dydrogesterone,2409011000036103 + 2064011000036105,126172005 + 126093005
vildagliptin + metformin,85240011000036106 + 2318011000036103,
gadobutrol,31265011000036101,418351005
influenza quadrivalent vaccine 2022,1531691000168107,260210008
white soft paraffin + light liquid paraffin + wool fat,31704011000036108 + 2818011000036100 + 32154011000036107,
benzathine benzylpenicillin,39175011000036104,75247008
nafarelin,2372011000036107,109046009
salmeterol,2575011000036102,372515005
influenza quadrivalent vaccine 2019,1293701000168105,260210008
carbamazepine,1902011000036109,387222003
trihexyphenidyl (benzhexol),1841011000036103,387120000
mepivacaine,31561011000036105,59560006
tazarotene,32021011000036103,386935009
taipan snake antivenom,73625011000036107,699476003
isoniazid,2242011000036100,387472004
sapropterin,927563011000036106,432859002
sibutramine,31937011000036104,386838007
dressing film,48163011000036108,
piperacillin,31770011000036108,372836004
baricitinib,1105931000168101,726518002
lanadelumab,1274431000168104,773956002
darifenacin,31079011000036104,416140008
sennosides A and B,31927011000036102,412302003
antithymocyte immunoglobulin rabbit,39961000036100,391784006
travoprost + timolol,2684011000036103 + 2661011000036104,
Bifidobacterium bifidum + Lactobacillus acidophilus,1340721000168105 + 31460011000036109,703929005 + 16744007
somatrogon,,
desogestrel + ethinylestradiol,31093011000036106 + 2096011000036104,126108008 + 126097006
cidofovir,1945011000036108,386894007
lonoctocog alfa,978531000168107,1012961000168107
teduglutide,967691000168103,710807004
zidovudine,2717011000036103,387151007
sennoside B + senna leaf powder + docusate,2827011000036105 + 31926011000036100 + 2044011000036100,
pseudoephedrine + paracetamol + triprolidine,2525011000036101 + 2442011000036104 + 663281000168109,
macrogol-3350,2799011000036106,712566007
